Mod:Item:MetaData, Localized Name
rbm2:emeraldsandstonechisled, Emerald Reinforced Chiseled Sandstone
rbm2:emeraldsandstonesmooth, Emerald Reinforced Smooth Sandstone
rbm2:emeraldredsandstonechisled, Emerald Reinforced Chiseled Red Sandstone 
rbm2:emeraldredsandstonesmooth, Emerald Reinforced Smooth Red Sandstobe 
rbm2:emeraldredsandstone, Emerald Reinforced Red Sandstone
rbm2:emeraldstonebrick, Emerald Reinforced Stone Bricks
rbm2:emeraldstonebrickcracked, Emerald Reinforced Cracked Stone Bricks
rbm2:emeraldstonebrickmossy, Emerald Reinforced Mossy Stone Bricks
rbm2:emeraldstonebrickchiseled, Emerald Reinforced Chiseled Stone Bricks
rbm2:emeraldterracotta, Emerald Reinforced Terracotta
rbm2:emeraldterracottawhite, Emerald Reinforced White Terracotta
rbm2:emeraldterracottaorange, Emerald Reinforced Orange Terracotta
rbm2:emeraldterracottamagenta, Emerald Reinforced Magenta Terracotta
rbm2:emeraldterracottalightblue, Emerald Reinforced Light Blue Terracotta
rbm2:emeraldterracottayellow, Emerald Reinforced Yellow Terracotta
rbm2:emeraldterracottalime, Emerald Reinforced Lime Terracotta
rbm2:emeraldterracottapink, Emerald Reinforced Pink Terracotta
rbm2:emeraldterracottagray, Emerald Reinforced Gray Terracotta
rbm2:emeraldterracottalightgray, Emerald Reinforced Light Gray Terracotta
rbm2:emeraldterracottacyan, Emerald Reinforced Cyan Terracotta
rbm2:emeraldterracottapurple, Emerald Reinforced Purple Terracotta
rbm2:emeraldterracottablue, Emerald Reinforced Blue Terracotta
rbm2:emeraldterracottabrown, Emerald Reinforced Brown Terracotta
rbm2:emeraldterracottagreen, Emerald Reinforced Green Terracotta
rbm2:emeraldterracottared, Emerald Reinforced Red Terracotta
rbm2:emeraldterracottablack, Emerald Reinforced Black Terracotta
rbm2:obsidianoakplanks,  Obsidian Reinforced Oak Planks
rbm2:obsidianbirchplanks,  Obsidian Reinforced Birch Planks
rbm2:obsidianspruceplanks,  Obsidian Reinforced Spruce Planks
rbm2:obsidianjungleplanks,  Obsidian Reinforced Jungle Planks
rbm2:obsidianacaciaplanks,  Obsidian Reinforced Acacia Planks
rbm2:obsidiandarkoakplanks,  Obsidian Reinforced Dark Oak Planks
rbm2:obsidianstone, Obsidian Reinforced Stone
rbm2:obsidianandesite, Obsidian Reinforced Andesite
rbm2:obsidiangranite, Obsidian Reinforced Granite
rbm2:obsidiandorite, Obsidian Reinforced Diorite
rbm2:obsidianpolishedandesite, Obsidian Reinforced Polished Andesite
rbm2:obsidianpolishedgranite, Obsidian Reinforced Polished Granite
rbm2:obsidianpolisheddorite, Obsidian Reinforced Polished Diorite
rbm2:obsidiancobble, Obsidian Reinforced Cobblestone
rbm2:obsidianmossycobble, Obsidian Reinforced Moss Stone
rbm2:obsidiansandstone, Obsidian Reinforced Sandstone
rbm2:obsidianbricks, Obsidian Reinforced Bricks
rbm2:obsidianendstone, Obsidian Reinforced End Stone
rbm2:obsidianendstonebrick, Obsidian Reinforced End Stone Bricks
rbm2:obsidiannetherbrick, Obsidian Reinforced Nether Brick
rbm2:obsidiannetherrack, Obsidian Reinforced Netherrack
rbm2:obsidianpurpur, Obsidian Reinforced Purpur
rbm2:obsidianpurpurpillar, Obsidian Reinforced Purpur Pillar
rbm2:obsidianquartzblock, Obsidian Reinforced Block Of Quartz
rbm2:obsidiansandstonechisled, Obsidian Reinforced Chiseled Sandstone
rbm2:obsidiansandstonesmooth, Obsidian Reinforced Smooth Sandstone
rbm2:obsidianredsandstonechisled, Obsidian Reinforced Chiseled Red Sandstone 
rbm2:obsidianredsandstonesmooth, Obsidian Reinforced Smooth Red Sandstobe 
rbm2:obsidianredsandstone, Obsidian Reinforced Red Sandstone
rbm2:obsidianstonebrick, Obsidian Reinforced Stone Bricks
rbm2:obsidianstonebrickcracked, Obsidian Reinforced Cracked Stone Bricks
rbm2:obsidianstonebrickmossy, Obsidian Reinforced Mossy Stone Bricks
rbm2:obsidianstonebrickchiseled, Obsidian Reinforced Chiseled Stone Bricks
rbm2:obsidianterracotta, Obsidian Reinforced Terracotta
rbm2:obsidianterracottawhite, Obsidian Reinforced White Terracotta
rbm2:obsidianterracottaorange, Obsidian Reinforced Orange Terracotta
rbm2:obsidianterracottamagenta, Obsidian Reinforced Magenta Terracotta
rbm2:obsidianterracottalightblue, Obsidian Reinforced Light Blue Terracotta
rbm2:obsidianterracottayellow, Obsidian Reinforced Yellow Terracotta
rbm2:obsidianterracottalime, Obsidian Reinforced Lime Terracotta
rbm2:obsidianterracottapink, Obsidian Reinforced Pink Terracotta
rbm2:obsidianterracottagray, Obsidian Reinforced Gray Terracotta
rbm2:obsidianterracottalightgray, Obsidian Reinforced Light Gray Terracotta
rbm2:obsidianterracottacyan, Obsidian Reinforced Cyan Terracotta
rbm2:obsidianterracottapurple, Obsidian Reinforced Purple Terracotta
rbm2:obsidianterracottablue, Obsidian Reinforced Blue Terracotta
rbm2:obsidianterracottabrown, Obsidian Reinforced Brown Terracotta
rbm2:obsidianterracottagreen, Obsidian Reinforced Green Terracotta
rbm2:obsidianterracottared, Obsidian Reinforced Red Terracotta
rbm2:obsidianterracottablack, Obsidian Reinforced Black Terracotta
rbm2:bedrockoakplanks,  Bedrock Reinforced Oak Planks
rbm2:bedrockbirchplanks,  Bedrock Reinforced Birch Planks
rbm2:bedrockspruceplanks,  Bedrock Reinforced Spruce Planks
rbm2:bedrockjungleplanks,  Bedrock Reinforced Jungle Planks
rbm2:bedrockacaciaplanks,  Bedrock Reinforced Acacia Planks
rbm2:bedrockdarkoakplanks,  Bedrock Reinforced Dark Oak Planks
rbm2:bedrockstone, Bedrock Reinforced Stone
rbm2:bedrockandesite, Bedrock Reinforced Andesite
rbm2:bedrockgranite, Bedrock Reinforced Granite
rbm2:bedrockdorite, Bedrock Reinforced Diorite
rbm2:bedrockpolishedandesite, Bedrock Reinforced Polished Andesite
rbm2:bedrockpolishedgranite, Bedrock Reinforced Polished Granite
rbm2:bedrockpolisheddorite, Bedrock Reinforced Polished Diorite
rbm2:bedrockcobble, Bedrock Reinforced Cobblestone
rbm2:bedrockmossycobble, Bedrock Reinforced Moss Stone
rbm2:bedrocksandstone, Bedrock Reinforced Sandstone
rbm2:bedrockbricks, Bedrock Reinforced Bricks
rbm2:bedrockendstone, Bedrock Reinforced End Stone
rbm2:bedrockendstonebrick, Bedrock Reinforced End Stone Bricks
rbm2:bedrocknetherbrick, Bedrock Reinforced Nether Brick
rbm2:bedrocknetherrack, Bedrock Reinforced Netherrack
rbm2:bedrockpurpur, Bedrock Reinforced Purpur
rbm2:bedrockpurpurpillar, Bedrock Reinforced Purpur Pillar
rbm2:bedrockquartzblock, Bedrock Reinforced Block Of Quartz
rbm2:bedrocksandstonechisled, Bedrock Reinforced Chiseled Sandstone
rbm2:bedrocksandstonesmooth, Bedrock Reinforced Smooth Sandstone
rbm2:bedrockredsandstonechisled, Bedrock Reinforced Chiseled Red Sandstone 
rbm2:bedrockredsandstonesmooth, Bedrock Reinforced Smooth Red Sandstobe 
rbm2:bedrockredsandstone, Bedrock Reinforced Red Sandstone
rbm2:bedrockstonebrick, Bedrock Reinforced Stone Bricks
rbm2:bedrockstonebrickcracked, Bedrock Reinforced Cracked Stone Bricks
rbm2:bedrockstonebrickmossy, Bedrock Reinforced Mossy Stone Bricks
rbm2:bedrockstonebrickchiseled, Bedrock Reinforced Chiseled Stone Bricks
rbm2:bedrockterracotta, Bedrock Reinforced Terracotta
rbm2:bedrockterracottawhite, Bedrock Reinforced White Terracotta
rbm2:bedrockterracottaorange, Bedrock Reinforced Orange Terracotta
rbm2:bedrockterracottamagenta, Bedrock Reinforced Magenta Terracotta
rbm2:bedrockterracottalightblue, Bedrock Reinforced Light Blue Terracotta
rbm2:bedrockterracottayellow, Bedrock Reinforced Yellow Terracotta
rbm2:bedrockterracottalime, Bedrock Reinforced Lime Terracotta
rbm2:bedrockterracottapink, Bedrock Reinforced Pink Terracotta
rbm2:bedrockterracottagray, Bedrock Reinforced Gray Terracotta
rbm2:bedrockterracottalightgray, Bedrock Reinforced Light Gray Terracotta
rbm2:bedrockterracottacyan, Bedrock Reinforced Cyan Terracotta
rbm2:bedrockterracottapurple, Bedrock Reinforced Purple Terracotta
rbm2:bedrockterracottablue, Bedrock Reinforced Blue Terracotta
rbm2:bedrockterracottabrown, Bedrock Reinforced Brown Terracotta
rbm2:bedrockterracottagreen, Bedrock Reinforced Green Terracotta
rbm2:bedrockterracottared, Bedrock Reinforced Red Terracotta
rbm2:bedrockterracottablack, Bedrock Reinforced Black Terracotta
rbm2:reinforcediron, Reinforced Iron Block
serenetweaks:blockbranches, tile.serenetweaks.BlockBranches.name
simpleplanes:propeller, Propeller
simpleplanes:furnace_engine, Furnace Engine
simpleplanes:junk_engine, Junk Engine
simpleplanes:sprayer, Sprayer
simpleplanes:booster, Rocket Booster
simpleplanes:floaty_bedding, Floaty Bedding
simpleplanes:shooter, Shooter
simpleplanes:folding, Folding
simpleplanes:healing, Plane Quick Fix Kit
simpleplanes:oak_plane, Oak Plane
simpleplanes:oak_large_plane, Large Oak Plane
simpleplanes:oak_helicopter, Oak Helicopter
simpleplanes:oak_mega_plane, Oak Cargo Plane
simpleplanes:acacia_plane, Acacia Plane
simpleplanes:acacia_large_plane, Large Acacia Plane
simpleplanes:acacia_helicopter, Acacia Helicopter
simpleplanes:acacia_mega_plane, Acacia Cargo Plane
simpleplanes:birch_plane, Birch Plane
simpleplanes:birch_large_plane, Large Birch Plane
simpleplanes:birch_helicopter, Birch Helicopter
simpleplanes:birch_mega_plane, Birch Cargo Plane
simpleplanes:crimson_plane, Crimson Plane
simpleplanes:crimson_large_plane, Large Crimson Plane
simpleplanes:crimson_helicopter, Crimson Helicopter
simpleplanes:crimson_mega_plane, Crimson Cargo Plane
simpleplanes:dark_oak_plane, Dark Oak Plane
simpleplanes:dark_oak_large_plane, Large Dark Oak Plane
simpleplanes:dark_oak_helicopter, Dark Oak Helicopter
simpleplanes:dark_oak_mega_plane, Dark Oak Cargo Plane
simpleplanes:jungle_plane, Jungle Plane
simpleplanes:jungle_large_plane, Large Jungle Plane
simpleplanes:jungle_helicopter, Jungle Helicopter
simpleplanes:jungle_mega_plane, Jungle Cargo Plane
simpleplanes:spruce_plane, Spruce Plane
simpleplanes:spruce_large_plane, Large Spruce Plane
simpleplanes:spruce_helicopter, Spruce Helicopter
simpleplanes:spruce_mega_plane, Spruce Cargo Plane
simpleplanes:warped_plane, Warped Plane
simpleplanes:warped_large_plane, Large Warped Plane
simpleplanes:warped_helicopter, Warped Helicopter
simpleplanes:warped_mega_plane, Warped Cargo Plane
simpleplanes:bop_cherry_plane, Cherry Plane
simpleplanes:bop_cherry_large_plane, Large Cherry Plane
simpleplanes:bop_cherry_helicopter, Cherry Helicopter
simpleplanes:bop_cherry_mega_plane, Cherry Cargo Plane
simpleplanes:bop_dead_plane, Dead Plane
simpleplanes:bop_dead_large_plane, Large Dead Plane
simpleplanes:bop_dead_helicopter, Dead Helicopter
simpleplanes:bop_dead_mega_plane, Dead Cargo Plane
simpleplanes:bop_fir_plane, Fir Plane
simpleplanes:bop_fir_large_plane, Large Fir Plane
simpleplanes:bop_fir_helicopter, Fir Helicopter
simpleplanes:bop_fir_mega_plane, Fir Cargo Plane
simpleplanes:bop_hellbark_plane, Hellbark Plane
simpleplanes:bop_hellbark_large_plane, Large Hellbark Plane
simpleplanes:bop_hellbark_helicopter, Hellbark Helicopter
simpleplanes:bop_hellbark_mega_plane, Hellbark Cargo Plane
simpleplanes:bop_jacaranda_plane, Jacaranda Plane
simpleplanes:bop_jacaranda_large_plane, Large Jacaranda Plane
simpleplanes:bop_jacaranda_helicopter, Jacaranda Helicopter
simpleplanes:bop_jacaranda_mega_plane, Jacaranda Cargo Plane
simpleplanes:bop_mahogany_plane, Mahogany Plane
simpleplanes:bop_mahogany_large_plane, Large Mahogany Plane
simpleplanes:bop_mahogany_helicopter, Mahogany Helicopter
simpleplanes:bop_mahogany_mega_plane, Mahogany Cargo Plane
simpleplanes:bop_magic_plane, Magic Plane
simpleplanes:bop_magic_large_plane, Large Magic Plane
simpleplanes:bop_magic_helicopter, Magic Helicopter
simpleplanes:bop_magic_mega_plane, Magic Cargo Plane
simpleplanes:bop_palm_plane, Palm Plane
simpleplanes:bop_palm_large_plane, Large Palm Plane
simpleplanes:bop_palm_helicopter, Palm Helicopter
simpleplanes:bop_palm_mega_plane, Palm Cargo Plane
simpleplanes:bop_redwood_plane, Redwood Plane
simpleplanes:bop_redwood_large_plane, Large Redwood Plane
simpleplanes:bop_redwood_helicopter, Redwood Helicopter
simpleplanes:bop_redwood_mega_plane, Redwood Cargo Plane
simpleplanes:bop_umbran_plane, Umbran Plane
simpleplanes:bop_umbran_large_plane, Large Umbran Plane
simpleplanes:bop_umbran_helicopter, Umbran Helicopter
simpleplanes:bop_umbran_mega_plane, Umbran Cargo Plane
simpleplanes:bop_willow_plane, Willow Plane
simpleplanes:bop_willow_large_plane, Large Willow Plane
simpleplanes:bop_willow_helicopter, Willow Helicopter
simpleplanes:bop_willow_mega_plane, Willow Cargo Plane
simpleplanes:byg_aspen_plane, Aspen Plane
simpleplanes:byg_aspen_large_plane, Large Aspen Plane
simpleplanes:byg_aspen_helicopter, Aspen Helicopter
simpleplanes:byg_aspen_mega_plane, Aspen Cargo Plane
simpleplanes:byg_baobab_plane, Baobab Plane
simpleplanes:byg_baobab_large_plane, Large Baobab Plane
simpleplanes:byg_baobab_helicopter, Baobab Helicopter
simpleplanes:byg_baobab_mega_plane, Baobab Cargo Plane
simpleplanes:byg_blue_enchanted_plane, Blue Enchanted Plane
simpleplanes:byg_blue_enchanted_large_plane, Large Blue Enchanted Plane
simpleplanes:byg_blue_enchanted_helicopter, Blue Enchanted Helicopter
simpleplanes:byg_blue_enchanted_mega_plane, Blue Enchanted Cargo Plane
simpleplanes:byg_cherry_plane, Cherry Plane
simpleplanes:byg_cherry_large_plane, Large Cherry Plane
simpleplanes:byg_cherry_helicopter, Cherry Helicopter
simpleplanes:byg_cherry_mega_plane, Cherry Cargo Plane
simpleplanes:byg_cika_plane, Cika Plane
simpleplanes:byg_cika_large_plane, Large Cika Plane
simpleplanes:byg_cika_helicopter, Cika Helicopter
simpleplanes:byg_cika_mega_plane, Cika Cargo Plane
simpleplanes:byg_cypress_plane, Cypress Plane
simpleplanes:byg_cypress_large_plane, Large Cypress Plane
simpleplanes:byg_cypress_helicopter, Cypress Helicopter
simpleplanes:byg_cypress_mega_plane, Cypress Cargo Plane
simpleplanes:byg_ebony_plane, Ebony Plane
simpleplanes:byg_ebony_large_plane, Large Ebony Plane
simpleplanes:byg_ebony_helicopter, Ebony Helicopter
simpleplanes:byg_ebony_mega_plane, Ebony Cargo Plane
simpleplanes:byg_fir_plane, Fir Plane
simpleplanes:byg_fir_large_plane, Large Fir Plane
simpleplanes:byg_fir_helicopter, Fir Helicopter
simpleplanes:byg_fir_mega_plane, Fir Cargo Plane
simpleplanes:byg_green_enchanted_plane, Green Enchanted Plane
simpleplanes:byg_green_enchanted_large_plane, Large Green Enchanted Plane
simpleplanes:byg_green_enchanted_helicopter, Green Enchanted Helicopter
simpleplanes:byg_green_enchanted_mega_plane, Green Enchanted Cargo Plane
simpleplanes:byg_holly_plane, Holly Plane
simpleplanes:byg_holly_large_plane, Large Holly Plane
simpleplanes:byg_holly_helicopter, Holly Helicopter
simpleplanes:byg_holly_mega_plane, Holly Cargo Plane
simpleplanes:byg_jacaranda_plane, Jacaranda Plane
simpleplanes:byg_jacaranda_large_plane, Large Jacaranda Plane
simpleplanes:byg_jacaranda_helicopter, Jacaranda Helicopter
simpleplanes:byg_jacaranda_mega_plane, Jacaranda Cargo Plane
simpleplanes:byg_mahogany_plane, Mahogany Plane
simpleplanes:byg_mahogany_large_plane, Large Mahogany Plane
simpleplanes:byg_mahogany_helicopter, Mahogany Helicopter
simpleplanes:byg_mahogany_mega_plane, Mahogany Cargo Plane
simpleplanes:byg_mangrove_plane, Mangrove Plane
simpleplanes:byg_mangrove_large_plane, Large Mangrove Plane
simpleplanes:byg_mangrove_helicopter, Mangrove Helicopter
simpleplanes:byg_mangrove_mega_plane, Mangrove Cargo Plane
simpleplanes:byg_maple_plane, Maple Plane
simpleplanes:byg_maple_large_plane, Large Maple Plane
simpleplanes:byg_maple_helicopter, Maple Helicopter
simpleplanes:byg_maple_mega_plane, Maple Cargo Plane
simpleplanes:byg_pine_plane, Pine Plane
simpleplanes:byg_pine_large_plane, Large Pine Plane
simpleplanes:byg_pine_helicopter, Pine Helicopter
simpleplanes:byg_pine_mega_plane, Pine Cargo Plane
simpleplanes:byg_rainbow_eucalyptus_plane, Rainbow Eucalyptus Plane
simpleplanes:byg_rainbow_eucalyptus_large_plane, Large Rainbow Eucalyptus Plane
simpleplanes:byg_rainbow_eucalyptus_helicopter, Rainbow Eucalyptus Helicopter
simpleplanes:byg_rainbow_eucalyptus_mega_plane, Rainbow Eucalyptus Cargo Plane
simpleplanes:byg_redwood_plane, Redwood Plane
simpleplanes:byg_redwood_large_plane, Large Redwood Plane
simpleplanes:byg_redwood_helicopter, Redwood Helicopter
simpleplanes:byg_redwood_mega_plane, Redwood Cargo Plane
simpleplanes:byg_skyris_plane, Skyris Plane
simpleplanes:byg_skyris_large_plane, Large Skyris Plane
simpleplanes:byg_skyris_helicopter, Skyris Helicopter
simpleplanes:byg_skyris_mega_plane, Skyris Cargo Plane
simpleplanes:byg_willow_plane, Willow Plane
simpleplanes:byg_willow_large_plane, Large Willow Plane
simpleplanes:byg_willow_helicopter, Willow Helicopter
simpleplanes:byg_willow_mega_plane, Willow Cargo Plane
simpleplanes:byg_witch_hazel_plane, Witch Hazel Plane
simpleplanes:byg_witch_hazel_large_plane, Large Witch Hazel Plane
simpleplanes:byg_witch_hazel_helicopter, Witch Hazel Helicopter
simpleplanes:byg_witch_hazel_mega_plane, Witch Hazel Cargo Plane
simpleplanes:byg_zelkova_plane, Zelkova Plane
simpleplanes:byg_zelkova_large_plane, Large Zelkova Plane
simpleplanes:byg_zelkova_helicopter, Zelkova Helicopter
simpleplanes:byg_zelkova_mega_plane, Zelkova Cargo Plane
simpleplanes:ft_cherry_plane, Cherry Plane
simpleplanes:ft_cherry_large_plane, Large Cherry Plane
simpleplanes:ft_cherry_helicopter, Cherry Helicopter
simpleplanes:ft_cherry_mega_plane, Cherry Cargo Plane
simpleplanes:ft_citrus_plane, Citrus Plane
simpleplanes:ft_citrus_large_plane, Large Citrus Plane
simpleplanes:ft_citrus_helicopter, Citrus Helicopter
simpleplanes:ft_citrus_mega_plane, Citrus Cargo Plane
spartanshields:shield_basic_wood, Crude Wooden Shield
spartanshields:shield_basic_stone, Stone Braced Shield
spartanshields:shield_basic_iron, Iron Plated Shield
spartanshields:shield_basic_gold, Gold Gilded Shield
spartanshields:shield_basic_diamond, Diamond Reinforced Shield
spartanshields:shield_basic_obsidian, Bulky Obsidian Shield
spartanshields:shield_tower_wood, Wooden Tower Shield
spartanshields:shield_tower_stone, Stone Tower Shield
spartanshields:shield_tower_iron, Iron Tower Shield
spartanshields:shield_tower_gold, Gold Tower Shield
spartanshields:shield_tower_diamond, Diamond Tower Shield
spartanshields:shield_tower_obsidian, Obsidian Tower Shield
spartanshields:shield_basic_bronze, Bronze Plated Shield
spartanshields:shield_tower_bronze, Bronze Tower Shield
spartanshields:shield_basic_steel, Steel Plated Shield
spartanshields:shield_tower_steel, Steel Tower Shield
spartanshields:shield_basic_copper, Copper Braced Shield
spartanshields:shield_tower_copper, Copper Tower Shield
spartanshields:shield_basic_tin, Tin Braced Shield
spartanshields:shield_tower_tin, Tin Tower Shield
spartanshields:shield_basic_silver, Silver Gilded Shield
spartanshields:shield_tower_silver, Silver Tower Shield
spartanshields:shield_basic_enderium, Enderium Strengthened Shield
